#{"t_start": 1711460808.3404334, "env_id": "None"}
r,l,t
479.0,266,3553.006541
519.0,210,3553.264009
520.5,197,3553.654384
506.5,209,3553.875461
476.0,262,3554.162313
470.0,262,3554.441303
422.5,335,3554.794751
489.5,247,3555.110759
490.5,247,3555.406885
541.0,166,3555.601977
533.5,177,3557.423389
486.0,242,3557.733881
451.5,295,3558.067558
507.5,209,3558.334876
504.5,217,3558.584728
496.5,229,3558.85415
459.0,284,3559.195485
467.0,276,3559.511545
445.5,291,3561.469695
492.0,232,3561.771256
425.0,322,3562.141143
482.5,249,3562.423084
351.5,429,3562.92284
406.0,352,3563.331092
472.0,266,3563.654287
495.0,226,3565.909847
507.5,219,3566.141232
562.0,140,3566.294389
550.0,162,3566.465984
458.0,280,3566.773422
450.0,284,3567.114939
510.5,207,3567.364515
490.5,245,3567.663486
467.5,265,3567.964957
506.5,211,3568.229142
442.5,305,3568.592751
493.0,236,3568.865314
547.0,158,3569.054385
549.0,162,3570.891547
411.5,349,3571.297335
521.5,201,3571.531844
507.5,221,3571.793133
521.0,198,3572.035874
501.5,217,3572.289049
452.0,288,3572.63136
499.5,219,3572.89548
421.0,334,3574.904169
351.0,412,3575.400297
456.5,289,3575.741159
487.5,239,3576.223463
453.5,287,3576.539597
493.5,237,3576.803617
547.5,159,3576.972133
372.0,384,3577.364944
406.0,348,3577.787193
505.5,211,3578.029067
407.0,356,3578.53307
497.5,233,3580.449337
511.0,208,3580.707507
521.0,202,3580.944271
510.0,210,3581.197054
533.0,184,3581.409356
484.5,255,3581.708911
432.5,317,3582.079841
461.0,268,3582.375736
385.0,388,3584.442229
469.5,275,3584.775142
487.5,243,3585.073016
494.5,243,3585.357378
430.0,328,3585.748723
409.5,361,3586.18063
261.5,297,3586.50529
503.0,220,3586.816382
480.5,243,3587.083469
522.5,191,3587.295961
354.0,434,3587.754621
520.0,202,3587.98413
560.0,142,3589.802062
555.5,151,3590.007803
500.5,217,3590.25737
506.5,217,3590.52614
416.5,349,3590.944004
536.0,186,3591.164459
500.5,235,3591.453326
518.5,195,3591.688315
454.5,289,3592.02887
523.5,193,3593.851002
524.5,191,3594.108576
515.0,206,3594.35502
489.0,248,3594.657703
438.0,300,3595.023719
467.0,264,3595.339642
407.0,350,3595.739069
479.5,249,3596.030456
538.0,176,3596.246361
525.0,194,3598.076882
445.0,296,3598.42628
511.5,203,3598.67583
521.0,200,3599.069557
402.5,343,3599.444573
519.0,204,3599.663074
456.5,279,3599.973438
513.0,204,3600.197847
519.0,200,3600.439133
477.5,251,3600.740706
478.5,261,3601.051349
508.0,208,3601.293973
499.0,228,3601.573691
471.0,282,3603.484138
447.0,300,3603.833336
389.0,386,3604.292426
376.0,392,3604.739791
425.5,323,3605.122369
334.5,461,3605.663495
500.5,225,3607.576887
530.5,179,3607.793533
497.5,231,3608.067394
485.5,249,3608.35878
478.0,258,3608.666359
379.5,387,3609.12565
552.5,151,3609.30714
407.0,364,3609.730942
406.0,360,3610.122333
499.0,222,3610.379802
505.5,219,3610.629467
445.0,300,3610.940656
463.0,276,3611.274587
514.0,204,3613.186149
541.0,172,3613.399965
494.0,232,3613.666074
537.0,170,3613.865734
543.5,161,3614.060606
515.0,204,3614.309077
448.0,296,3614.672397
497.5,235,3614.971799
485.0,260,3615.279647
540.0,174,3615.493786
508.0,222,3617.39434
478.0,244,3617.677046
446.0,298,3618.025064
481.5,247,3618.3159
498.0,224,3618.576876
446.0,294,3618.941843
493.5,233,3619.219221
477.5,251,3619.552765
496.0,238,3621.402428
479.5,245,3621.687272
515.5,201,3622.039659
561.5,137,3622.194331
539.0,180,3622.389435
540.5,173,3622.576565
515.5,195,3622.792894
425.0,330,3623.202812
468.5,269,3623.523596
523.0,198,3623.756289
526.5,197,3624.031138
409.5,347,3624.436021
532.0,188,3626.297328
502.0,222,3626.593263
385.0,378,3627.028858
514.5,213,3627.285014
452.5,287,3627.616148
476.0,254,3627.909506
488.5,239,3628.190368
492.5,229,3628.464635
508.0,212,3630.373517
460.5,287,3630.74439
566.0,132,3630.902853
538.0,182,3631.110002
519.0,196,3631.342772
477.0,260,3631.651054
492.5,237,3631.933819
439.0,316,3632.432918
481.0,244,3632.699195
519.5,203,3632.915298
521.5,191,3633.123485
542.0,168,3633.314731
570.5,127,3633.464506
508.0,212,3633.717829
422.0,326,3635.76041
454.0,286,3636.200927
462.5,269,3636.525736
555.0,150,3636.709306
440.5,305,3637.074816
546.0,160,3637.257817
470.5,255,3637.547316
458.0,282,3637.873302
495.5,231,3638.130919
465.0,270,3640.087636
520.0,206,3640.330739
487.0,236,3640.605844
469.5,269,3640.929718
497.0,230,3641.203378
470.5,271,3641.516802
487.0,234,3641.807795
452.0,290,3642.149146
528.5,189,3644.01756
496.5,231,3644.530178
531.0,178,3644.719246
501.0,226,3644.969008
523.5,191,3645.185037
518.5,195,3645.400429
500.5,225,3645.684344
485.5,253,3646.000354
468.0,262,3646.312381
467.5,273,3646.641208
401.0,364,3647.068329
495.0,228,3647.342667
436.5,301,3649.336411
377.0,396,3649.823737
434.0,304,3650.178258
456.5,291,3650.529457
469.5,275,3650.850383
496.5,231,3651.1358
496.5,231,3651.409996
465.0,276,3653.395914
511.5,219,3653.662151
489.0,244,3653.953
475.5,253,3654.250366
462.5,287,3654.5867
475.0,272,3654.980936
534.0,184,3655.184138
515.0,212,3655.419693
448.5,297,3655.758455
417.5,349,3656.132511
478.0,254,3656.460762
515.5,213,3656.71167
424.0,330,3657.106633
447.0,294,3659.102536
499.0,236,3659.373534
531.0,174,3659.569897
433.5,319,3659.958951
380.5,397,3660.409654
560.0,140,3660.583261
506.0,218,3660.853405
539.0,170,3661.057106
409.0,346,3663.099097
462.5,279,3663.429835
485.5,245,3663.711065
442.5,307,3664.085984
543.5,163,3664.276648
496.0,226,3664.534254
525.0,190,3664.767193
482.5,241,3665.045477
505.0,222,3666.93011
508.0,210,3667.221565
475.0,262,3667.504353
444.5,297,3667.82423
493.0,230,3668.070071
423.0,340,3668.452556
502.0,226,3668.730663
447.0,306,3669.081178
494.0,228,3669.351107
403.0,370,3669.791746
473.0,258,3670.09979
507.0,232,3670.37956
388.5,385,3672.483691
523.5,193,3672.740251
522.0,186,3672.961419
459.5,277,3673.268934
488.5,235,3673.545223
490.5,233,3673.821708
517.5,203,3674.038031
412.0,338,3674.446015
515.0,206,3674.682939
-191.0,501,3676.926102
518.5,203,3677.162009
377.5,401,3677.648005
496.0,230,3677.935971
518.0,202,3678.160201
468.0,270,3678.457171
474.0,266,3678.738271
481.5,255,3679.000742
461.5,271,3679.34152
479.0,250,3679.632218
524.0,192,3679.849159
476.0,250,3680.148288
414.0,324,3682.252952
461.0,268,3682.569134
508.5,225,3682.84399
423.0,334,3683.226756
511.0,218,3683.492757
520.5,205,3683.73452
481.5,257,3684.035764
504.5,215,3684.28482
491.5,231,3686.198264
358.0,432,3686.703853
520.0,200,3686.953353
442.5,303,3687.310776
444.5,291,3687.668778
452.0,284,3688.001541
553.5,151,3688.492018
360.0,400,3688.9166
376.0,404,3689.340481
535.5,183,3689.540212
428.0,320,3689.910068
474.0,262,3691.858343
398.5,357,3692.297489
465.0,270,3692.643325
385.5,375,3693.100486
551.0,156,3693.28359
535.0,182,3693.501371
530.0,178,3693.716186
444.0,308,3694.173945
515.5,207,3696.027426
416.5,331,3696.436667
529.5,183,3696.652947
464.5,269,3696.985733
436.5,307,3697.358643
514.5,207,3697.609277
426.0,320,3698.000555
566.5,131,3698.158285
480.5,259,3700.04693
517.0,206,3700.300788
467.0,268,3700.62054
438.0,306,3701.236213
518.5,205,3701.467535
494.0,232,3701.716191
469.0,270,3702.018147
403.5,345,3702.392704
531.5,183,3702.617065
485.5,247,3702.933215
493.5,227,3703.203229
515.0,198,3703.442938
519.0,202,3703.690442
530.5,181,3703.906682
424.0,334,3705.921654
422.5,333,3706.32373
578.0,124,3706.468919
519.5,199,3706.701777
337.5,431,3707.208878
420.5,335,3707.608327
519.0,202,3707.857851
472.5,253,3709.792778
427.0,330,3710.195601
465.5,281,3710.529962
526.0,194,3710.761364
516.0,204,3711.005817
497.0,236,3711.291159
430.5,319,3712.013701
565.0,134,3712.183635
502.5,227,3712.434998
530.5,181,3712.64139
476.0,258,3712.924098
425.5,319,3713.32842
450.0,298,3715.286658
468.5,275,3715.610864
339.5,427,3716.101947
476.0,250,3716.401326
396.0,366,3716.833989
469.0,268,3717.149981
451.0,292,3719.113231
553.0,154,3719.320841
545.0,160,3719.512474
550.0,158,3719.692665
469.0,278,3720.016146
503.5,217,3720.288656
526.5,191,3720.502235
369.0,404,3720.952978
537.5,181,3721.167687
415.0,340,3723.196357
427.0,326,3723.591246
455.5,281,3723.995974
530.5,191,3724.208825
522.0,192,3724.424344
583.5,115,3724.553526
503.5,217,3724.804751
468.0,266,3725.143979
377.0,400,3725.601852
493.5,241,3725.887203
498.5,229,3726.160524
469.0,268,3726.466514
485.0,238,3728.454837
475.5,249,3728.75434
488.0,232,3729.029196
480.5,251,3729.33659
546.0,170,3729.536244
349.0,424,3730.026869
472.0,268,3730.334921
437.0,326,3730.709399
529.5,183,3732.594489
311.5,481,3733.149281
510.0,216,3733.409265
540.5,167,3733.606922
573.5,121,3733.747243
468.5,263,3734.070216
480.5,241,3734.344375
535.0,178,3734.53214
522.0,192,3734.743762
489.0,238,3734.993269
510.5,209,3735.222442
429.5,317,3735.603939
562.5,143,3735.767251
431.5,325,3737.841828
513.0,210,3738.099965
504.0,214,3738.353911
517.5,189,3738.584827
480.5,261,3738.895702
501.5,223,3739.154161
474.5,265,3739.498535
400.5,369,3739.929688
543.5,169,3740.126628
533.5,185,3741.977452
513.0,210,3742.23052
458.0,276,3742.55513
510.5,209,3742.812845
476.0,256,3743.113745
538.5,177,3743.327268
407.5,353,3743.744472
520.0,196,3743.985929
471.0,258,3745.907323
534.5,185,3746.154756
490.0,242,3746.42306
505.0,220,3746.672722
532.5,181,3746.863846
509.5,217,3747.097265
506.5,213,3747.338129
456.5,285,3747.691272
469.0,266,3748.012205
490.5,239,3748.303035
559.0,150,3748.482652
456.0,278,3748.805476
526.5,187,3749.035192
523.0,192,3749.260103
479.0,254,3751.338782
481.5,257,3751.667552
535.5,171,3751.863571
514.5,193,3752.098123
483.0,242,3752.387903
517.5,201,3752.64619
569.5,135,3752.823241
452.0,284,3753.156714
224.5,339,3753.549425
447.0,288,3755.548944
429.5,317,3755.925033
524.0,194,3756.156292
521.0,200,3756.397285
509.5,207,3757.026763
509.5,215,3757.258029
497.5,225,3757.512182
554.0,142,3757.666955
429.0,330,3758.027922
427.0,320,3758.420154
516.5,203,3758.668224
462.5,277,3758.984217
431.0,318,3760.998988
511.0,216,3761.255589
466.0,274,3761.571723
434.5,311,3761.957962
402.5,363,3762.41152
411.5,345,3762.810816
571.5,131,3762.960598
398.0,366,3765.006983
491.5,235,3765.281709
454.5,291,3765.622557
380.0,386,3766.072469
465.0,286,3766.413105
423.5,329,3766.786912
473.5,259,3767.104247
498.0,220,3769.08685
472.0,264,3769.398816
529.0,184,3769.674073
482.5,251,3769.956894
522.5,195,3770.162019
478.5,257,3770.477619
482.5,247,3770.781669
440.0,310,3771.156318
529.5,189,3771.379145
488.0,244,3771.670428
498.0,230,3771.939736
496.5,223,3772.213108
482.5,253,3772.506975
516.0,204,3774.428771
399.5,367,3774.872978
499.5,231,3775.139074
521.5,191,3775.371998
475.0,264,3775.671483
447.0,288,3776.021322
478.5,255,3776.320915
484.5,251,3776.613818
491.0,240,3778.575952
342.5,437,3779.074159
470.5,271,3779.392242
421.0,320,3779.795091
489.0,240,3780.063757
483.5,247,3780.329892
386.5,375,3780.721204
432.5,319,3781.059364
514.0,208,3781.316006
489.0,238,3781.586397
510.0,222,3781.869087
517.0,198,3782.095364
538.0,170,3782.286677
430.0,312,3784.34108
471.5,265,3784.647697
492.5,225,3784.921916
218.5,341,3785.300079
491.5,233,3785.583243
514.5,207,3785.828889
494.0,240,3786.116698
487.0,232,3786.36922
476.5,257,3788.341543
534.5,181,3788.568872
523.0,208,3788.810975
423.0,326,3789.206301
411.5,339,3789.607113
361.0,410,3790.079538
420.0,334,3790.670295
500.0,216,3790.911247
427.5,323,3791.285946
407.0,344,3791.65187
451.0,294,3791.976119
407.5,363,3794.03907
413.0,346,3794.456534
469.5,269,3794.763162
481.5,239,3795.053955
521.5,203,3795.286832
477.0,248,3795.584776
437.0,322,3795.960991
520.0,192,3796.186847
515.5,211,3798.076946
546.0,164,3798.273405
458.5,283,3798.597738
490.0,240,3798.880438
421.5,327,3799.271754
517.0,202,3799.512657
447.0,294,3799.862375
534.0,178,3800.074395
498.0,232,3800.344668
442.5,305,3802.349726
456.0,296,3802.673765
529.5,187,3802.984315
530.0,184,3803.174471
557.5,135,3803.322614
401.5,349,3803.705248
481.0,250,3803.984258
330.5,189,3804.21846
504.0,216,3804.470637
514.5,209,3804.730434
448.5,291,3805.085235
462.0,280,3805.402811
494.0,236,3807.257648
467.5,271,3807.666828
467.5,269,3808.006779
499.0,226,3808.282124
531.5,179,3808.490342
486.0,252,3808.807977
423.0,318,3809.187635
553.5,151,3809.371184
490.5,239,3809.661438
500.5,227,3811.59143
495.0,232,3811.871153
541.5,169,3812.071377
539.0,172,3812.279592
529.0,180,3812.489841
517.0,200,3812.734893
536.5,171,3812.951454
446.0,304,3813.296934
457.5,289,3813.637809
536.0,180,3813.829325
549.0,158,3813.995815
389.5,379,3814.395636
553.5,157,3814.565436
493.5,231,3814.853886
380.5,389,3816.994653
427.5,325,3817.381164
506.5,221,3817.639132
450.5,315,3818.00992
427.0,330,3818.397527
524.5,189,3818.63746
454.0,288,3818.983208
506.0,218,3819.236607
403.5,347,3821.324198
550.5,155,3821.515871
520.0,200,3821.758344
511.0,212,3821.999209
516.5,201,3822.231174
501.0,226,3822.505456
401.0,358,3822.904813
449.5,299,3823.255637
395.5,359,3825.329853
453.5,287,3825.793133
499.0,234,3826.041147
422.5,337,3826.402841
392.5,365,3826.797863
483.5,259,3827.064132
381.0,380,3827.521831
485.5,245,3827.825823
512.5,205,3828.072498
456.5,295,3828.439537
490.0,240,3828.711083
460.0,278,3830.657745
478.0,266,3831.007264
455.5,297,3831.344275
408.0,354,3831.765968
366.5,409,3832.237345
384.5,381,3832.6748
-203.0,501,3834.862239
481.5,247,3835.146836
515.5,207,3835.395793
543.0,170,3835.600482
483.0,250,3835.907051
493.0,224,3836.456253
494.5,233,3836.717302
485.0,240,3836.971878
492.5,239,3837.242622
469.5,275,3837.530899
515.5,209,3837.799125
434.5,325,3838.186502
497.5,223,3840.091115
530.0,192,3840.35181
532.0,178,3840.556973
516.5,207,3840.816698
527.5,185,3841.03548
514.0,214,3841.3004
392.5,379,3841.738235
465.5,275,3842.062935
526.0,188,3842.295876
517.0,198,3844.11997
474.0,264,3844.458689
520.5,189,3844.682906
327.0,460,3845.228562
438.5,319,3845.606735
412.0,352,3846.029513
496.5,225,3846.298711
488.5,239,3848.224475
453.0,288,3848.767804
457.0,284,3849.075322
505.5,225,3849.333465
478.0,254,3849.599523
463.5,277,3849.91573
509.0,214,3850.185494
484.5,241,3850.472836
335.5,443,3850.992311
483.0,258,3851.289984
531.0,182,3851.512923
454.5,279,3851.853666
411.5,347,3853.926798
487.5,241,3854.208051
538.5,175,3854.415731
425.5,309,3854.781709
411.5,347,3855.173091
455.0,286,3855.532146
494.0,236,3855.813399
-199.0,501,3858.006371
481.0,250,3858.292343
479.5,257,3858.600967
493.5,231,3858.883153
555.0,152,3859.057714
488.0,240,3859.407049
484.0,242,3859.669002
501.5,225,3859.916617
447.5,293,3860.237875
492.5,235,3860.505075
426.0,318,3860.904335
387.0,380,3861.362285
444.0,300,3863.358651
342.5,439,3863.874466
388.5,367,3864.319523
504.5,221,3864.589864
444.0,302,3864.939941
467.5,273,3865.263347
437.5,317,3865.641725
455.0,282,3867.718433
510.0,202,3867.954111
505.0,222,3868.21666
479.5,253,3868.50967
463.5,273,3868.842896
353.5,417,3869.348178
451.5,291,3869.692798
505.5,221,3870.108288
431.0,322,3870.462805
422.0,318,3870.812218
472.0,260,3871.098006
491.5,233,3871.344605
525.5,203,3873.29912
498.0,232,3873.579092
512.5,207,3873.823484
476.5,265,3874.124515
513.0,204,3874.380653
498.0,230,3874.647504
466.5,269,3874.971486
436.0,314,3875.341526
383.5,385,3877.418719
507.5,219,3877.673172
463.0,276,3878.007579
540.0,168,3878.207318
457.0,282,3878.533412
446.0,288,3878.872648
539.5,171,3879.072291
426.5,319,3879.454953
466.5,275,3881.463992
510.0,206,3881.710376
511.5,203,3881.959152
529.0,194,3882.19366
420.0,330,3882.65092
450.5,297,3882.982007
495.0,234,3883.231779
491.0,236,3883.497798
533.5,185,3883.699038
409.5,345,3884.115531
513.5,201,3884.355513
484.5,245,3884.655957
495.5,235,3884.938779
565.0,132,3885.103146
388.0,372,3887.1696
504.5,219,3887.432894
482.0,250,3887.723672
562.0,146,3887.899442
477.5,251,3888.190528
458.5,271,3888.502425
467.0,272,3888.818253
458.5,281,3889.156335
501.0,222,3891.042697
477.5,255,3891.333986
475.5,253,3891.612635
395.0,346,3892.032833
445.0,296,3892.37413
503.5,219,3892.623578
542.5,169,3893.032424
542.0,172,3893.21861
457.0,284,3893.513432
446.5,301,3893.841977
323.5,483,3894.33543
446.5,299,3896.311791
501.0,222,3896.61204
523.5,197,3896.840914
502.5,217,3897.104136
543.0,172,3897.312767
479.0,258,3897.609983
429.0,318,3897.972325
505.0,222,3898.248636
502.5,223,3898.504582
457.0,290,3900.509758
469.0,268,3900.850471
540.5,173,3901.045664
430.5,325,3901.441386
488.0,240,3901.71559
488.0,244,3902.007024
534.5,171,3902.225816
503.5,219,3902.482473
520.0,204,3902.709247
494.0,238,3904.602549
504.5,227,3904.885457
496.5,231,3905.234757
475.5,265,3905.667336
444.0,308,3906.098778
395.5,361,3906.51583
523.5,189,3906.732014
528.0,190,3906.936679
452.5,283,3907.281194
414.5,339,3907.695209
496.5,233,3907.96583
461.0,278,3908.28398
478.5,251,3908.578582
514.5,211,3910.435598
483.5,243,3910.716366
564.0,138,3910.878233
524.5,189,3911.111276
485.5,241,3911.398558
517.5,197,3911.623463
467.0,258,3911.930907
461.0,280,3912.263665
530.5,187,3912.472036
489.5,239,3914.346833
538.5,167,3914.556594
480.5,257,3914.867666
553.5,147,3915.042144
559.0,138,3915.208592
521.0,204,3915.459553
499.0,230,3915.733044
462.5,269,3916.040301
519.0,198,3916.285866
523.5,199,3916.509665
489.0,238,3916.783494
410.0,340,3917.17364
516.5,201,3917.395719
501.5,229,3917.685478
526.5,187,3917.919793
494.5,233,3919.809004
532.0,184,3920.034844
501.0,232,3920.316038
428.0,322,3920.683824
523.0,194,3920.91118
502.5,227,3921.189921
527.0,188,3921.414197
516.0,200,3921.642897
532.0,184,3921.855337
534.0,180,3922.063052
395.5,367,3924.074259
417.0,340,3924.458864
505.0,222,3924.733312
456.5,279,3925.157645
545.5,167,3925.357176
503.5,229,3925.633613
467.0,262,3925.933061
444.0,304,3927.913898
478.0,252,3928.512632
520.0,202,3928.73475
547.0,166,3928.928813
447.5,305,3929.258965
532.5,181,3929.450091
441.5,309,3929.824729
522.0,196,3930.050539
479.0,258,3930.357131
508.5,215,3930.606542
485.0,254,3930.922647
504.5,215,3931.180357
381.5,379,3933.253826
411.0,352,3933.651225
442.5,301,3934.002178
464.0,282,3934.337907
530.5,183,3934.557623
552.5,155,3934.733264
527.5,189,3934.957003
521.0,194,3935.182004
508.5,209,3935.431484
401.5,361,3937.465044
512.5,201,3937.707605
519.5,203,3937.943692
503.5,221,3938.213731
517.0,204,3938.459444
457.5,273,3938.916608
566.5,137,3939.069155
534.0,186,3939.277916
465.0,280,3939.583764
477.0,252,3939.855016
519.0,200,3940.07373
534.5,173,3940.289609
524.5,183,3940.505847
462.0,282,3942.477021
498.0,230,3942.757738
533.0,188,3942.976163
487.0,240,3943.27309
511.0,216,3943.525289
482.0,242,3943.824627
473.0,270,3944.155449
468.5,263,3944.473461
420.5,345,3946.445347
521.0,200,3946.729607
529.0,188,3946.952429
450.5,297,3947.301749
461.0,276,3947.628107
531.0,182,3947.834234
376.5,397,3948.31676
526.0,182,3948.542695
551.5,149,3948.707961
478.0,258,3950.606221
510.0,208,3950.875304
430.0,310,3951.229113
513.0,212,3951.457598
527.5,183,3951.65282
374.5,389,3952.093472
466.5,275,3952.446321
416.5,329,3952.83805
456.0,280,3953.17681
441.5,297,3953.549393
564.5,139,3953.715888
405.0,346,3954.12798
514.5,199,3954.366659
519.5,197,3956.228043
480.0,258,3956.544112
442.5,301,3956.902088
434.0,326,3957.301672
498.5,215,3957.559066
524.5,191,3957.794518
468.5,263,3958.108231
527.5,183,3958.333995
468.5,267,3960.270855
457.5,281,3960.606719
519.5,193,3960.84063
445.0,306,3961.708253
548.0,162,3961.892723
502.0,218,3962.124789
493.0,242,3962.383791
465.5,273,3962.688824
461.5,265,3963.045162
438.5,323,3963.448684
517.5,195,3963.679058
502.5,223,3963.947769
509.0,206,3965.811197
312.0,480,3966.384826
412.0,346,3966.794309
482.0,250,3967.093788
520.5,199,3967.325162
466.0,272,3967.665923
484.5,245,3967.944568
546.0,168,3969.795486
417.0,336,3970.207256
499.5,225,3970.469615
529.0,186,3970.685905
514.0,212,3970.936015
507.0,220,3971.209598
